episode,avg_throughput,avg_fairness,avg_se,avg_pe,avg_su,avg_reward,min_reward,max_reward
19,32.03468634287516,0.3191509703795116,4.438817461331685,5.556835806904323e-07,2.821518540382385,2.8203206,2.2707255,3.4007325
20,31.91421476999918,0.3553214212258656,4.495280059178671,5.214206737491622e-07,3.0146284103393564,2.9404116,2.1969724,3.4734316
21,31.852674818038945,0.35914827535549804,4.468514215946199,5.181394309753765e-07,2.8691152930259705,2.9235919,2.1269777,3.4683456
22,33.13427629470826,0.3349098796645801,4.620611246426899,5.121893764226117e-07,3.0013705492019658,2.9775217,2.1234722,3.5176094
23,30.342706108093264,0.3562089105447134,4.322774465878806,5.053009355530471e-07,2.873114323616028,2.8872573,2.2240036,3.4612367
24,28.78485991160075,0.37652050157388045,4.177861313025158,5.269733928040903e-07,2.7626731634140014,2.8068256,2.2745798,3.2894557
25,29.559480222066252,0.3067756578326225,4.024441758791606,6.187233547431486e-07,2.439047853151957,2.5726516,1.6863984,3.3207386
26,30.245911280314132,0.2755290816227596,4.310793558756509,6.828843491272587e-07,2.879778337478638,2.6233718,2.0280528,3.1187322
27,22.98133034706116,0.304787528514862,3.3717607458432513,5.337215516950287e-07,2.1553641597429904,2.4010363,1.6096125,3.0796902
28,29.162659756342574,0.3242849017182986,4.175358215967814,4.951174579067204e-07,2.8298603574434917,2.824044,1.9582026,3.4245152
29,31.662042299906403,0.45375003367662425,4.4746454000473035,4.970595729976897e-07,2.8964349269866956,3.0531332,2.376607,3.5233045
30,36.01325556437175,0.3521935140093168,4.92181529601415,5.333641903841149e-07,3.113934103647869,3.0846055,2.3096013,3.494975
31,30.392778142293295,0.30878277570009227,4.342437450091044,5.619661986126326e-07,2.916896164417267,2.775156,2.3083801,3.2672868
32,37.856501960754386,0.3981024920940399,5.112028646469116,6.428642440899543e-07,3.145918567975363,3.0712788,2.3766518,3.4203677
33,28.068807792663574,0.3007070228457451,4.068873794873555,5.544064388611029e-07,2.4817953348159785,2.621632,2.127276,3.053118
34,33.841869036356606,0.3042897428075472,4.697434099515282,6.130634403689329e-07,2.9267549594243376,2.8428738,2.38281,3.2027967
35,23.856639305750527,0.29943112929662075,3.588692855834961,5.286510325201258e-07,2.0895906607309978,2.4468124,1.9682516,3.143129
36,28.517140642801916,0.27608485519886017,4.0418310006459555,4.964619411869838e-07,2.4540165344874065,2.6853561,1.9673184,3.1010199
37,29.1883261680603,0.21943650345007581,4.207057913144429,5.168488845204894e-07,2.4337054411570227,2.630853,1.8461745,3.275464
38,36.303831863403325,0.39687490711609535,4.952339005470277,6.100955289412013e-07,3.098999881744386,3.0568016,2.1870003,3.4529648
39,28.547502962748208,0.34175465007623035,4.041076485315959,7.080467365009704e-07,2.5900959014892577,2.5398004,1.8503933,2.8916402
40,34.528270594278965,0.35215066870053613,4.7192338864008585,6.906966158718812e-07,2.958406853675843,2.8244386,1.9459182,3.2302098
41,35.61183344523112,0.35754063079754517,4.8301680207252495,6.724057101337166e-07,2.9898392200469974,2.8936589,2.1845977,3.3169384
42,37.72257614135743,0.38265680223703397,5.098097642262777,5.305056182199526e-07,3.151243042945863,3.182829,2.5987802,3.542037
43,26.243060016632082,0.2932267139355342,3.743939765294392,5.05296179653669e-07,2.4886188864707948,2.5995579,1.8177593,3.2492652
44,30.03081150054932,0.3152208382884662,4.200061313311259,5.409599159141484e-07,2.705237090587616,2.7444568,2.064213,3.3107347
45,30.529587173461916,0.3687318046887716,4.337567170461019,5.39463939238279e-07,2.8137763222058623,2.8493803,2.0374768,3.3805969
