episode,avg_throughput,avg_fairness,avg_se,avg_pe,avg_su
0,36.56733879089356,0.36492909610271457,4.962599978446962,6.55364096928679e-07,3.102966842651368
1,32.65530689239502,0.34924618333578106,4.560604827404023,7.309432476176882e-07,2.9636196517944344
2,31.487568416595465,0.343436586856842,4.413938107490541,5.267854049861851e-07,2.8160480713844316
3,32.92793766021728,0.3544421860575676,4.587869927883148,5.191933252035597e-07,2.9347235012054447
4,35.10295322418213,0.3703413811326026,4.812155454158784,5.141255678609015e-07,3.0789153718948374
5,32.720195817947385,0.32669985949993124,4.557454566955566,5.536492540159088e-07,2.943178524971008
6,34.21710159301758,0.34754122674465177,4.718697366714478,5.975587572493172e-07,2.9546979880332946
7,33.75920152664185,0.3426517990231513,4.6620844554901115,6.634348517309262e-07,2.924825830459595
8,33.56404317855836,0.35686548352241526,4.653987357616426,6.449309597655885e-07,2.9961954712867733
9,33.86082048416137,0.3652225318551063,4.681992659568787,6.125529910150362e-07,2.991796412467958
10,35.69051208496092,0.38427625834941864,4.8731003308296215,6.085635902763895e-07,3.044067702293397
11,35.627190580368044,0.3502132466435433,4.866646111011506,5.886962918566495e-07,3.0545750141143815
12,32.97610248565674,0.3598316696286201,4.581014752388001,6.095204963685318e-07,2.94191244840622
13,34.12337886810302,0.35828482717275606,4.711793565750124,5.1267021149215e-07,2.983542308807374
14,36.94300609588622,0.3480274385213851,5.0017435026168835,5.277957910720943e-07,3.0987232875823985
15,35.52407424926758,0.36292357444763174,4.855885601043702,5.194641431671698e-07,3.046832313537598
16,32.41150568962097,0.33102519452571877,4.5270730805397035,5.29735266923126e-07,2.9659333658218396
17,36.05187976837158,0.33379446089267734,4.910273821353913,7.133145555826559e-07,3.116967110633851
18,36.06665634155272,0.3599438577890397,4.911708345413208,5.995463192220999e-07,3.0538458919525153
19,38.05753330230713,0.36283577799797057,5.11684253692627,6.727355059865658e-07,3.1551087903976454
20,35.10587630271911,0.3956350240111351,4.812500858306883,7.797888940785926e-07,2.9788183450698864
21,35.78619255065916,0.38373671531677245,4.883053653240205,7.675420090436093e-07,3.051257734298707
22,34.56451736450195,0.34001724630594254,4.750734105110166,6.409183362166004e-07,2.866750907897949
23,36.62784614562989,0.33624827057123174,4.966426553726198,7.637452449671402e-07,3.08593138217926
24,33.33519962310791,0.38251490980386726,4.628375077247619,6.703577196276451e-07,2.8993303632736205
25,37.533572731018054,0.36375082284212124,5.059601845741273,5.95410791106588e-07,3.099467496871949
26,35.45407062530517,0.38169434726238255,4.848205213546752,5.614872986825504e-07,2.9504263639450077
27,36.888465156555164,0.40055251330137237,4.996474018096924,5.674755635709515e-07,3.0641401576995846
28,37.231639013290405,0.3600416770577431,5.026864295005797,6.900663566966611e-07,3.0319399666786198
29,37.45504306793213,0.3815843889117241,5.050174868106841,6.026284194149415e-07,3.008457498550415
30,36.506355323791496,0.3681196284294131,4.95463953256607,5.244257647518678e-07,3.006801087856293
31,31.84125875473022,0.32743808031082156,4.4245117044448845,5.965341722458108e-07,2.7249666261672982
32,36.055311765670766,0.36805051714181913,4.904477026462554,5.515227837804557e-07,2.9396543359756473
33,38.0664316177368,0.3880574256181717,5.116491777896881,5.66895841416226e-07,3.0461704969406123
34,36.61395233154297,0.3821256294846534,4.967270543575287,4.978252223963866e-07,2.9720457029342664
35,38.729583749771116,0.38696001201868047,5.185886704921724,5.214387829255431e-07,3.132457301616669
36,36.92566699981689,0.3533290106058122,4.998499217033387,5.629331212730904e-07,3.0693435049057016
37,36.520474929809566,0.39102586030960085,4.956838982105256,5.522285039205599e-07,3.005787973403931
38,36.896477737426764,0.36694301605224616,4.99650455713272,5.531136838499152e-07,3.0526871824264528
39,37.359117355346676,0.35497697710990905,5.04125427722931,5.516590761089903e-07,2.9865225958824158
40,38.37841667175292,0.35854308724403366,5.1462174034118675,6.241157848307921e-07,3.110955319404603
41,36.42566144943237,0.3962204068899155,4.943204810619355,6.352538144938084e-07,2.9748287010192875
42,38.95397989273071,0.37473032772541043,5.199127106666564,5.568627756247227e-07,3.0330987787246704
43,36.699269866943354,0.35989483118057247,4.973248763084411,5.280005404983966e-07,2.973690497875214
44,35.6529734802246,0.39032005548477167,4.868947153091432,4.99592408687022e-07,2.97053454875946
