episode,avg_throughput,avg_fairness,avg_se,avg_pe,avg_su
0,31.66750033378601,0.3681790199875832,4.459374854564667,5.613652655256373e-07,2.9821539831161514
1,35.13419731140136,0.3756022876501082,4.816129093170165,6.376486857107011e-07,3.038534674644471
2,35.38691719055175,0.3525587305426597,4.841940035820006,6.006534823654876e-07,3.093966231346131
3,33.794856643676745,0.34064513951539993,4.678263375759125,6.146043108401498e-07,3.0599537944793713
4,34.56941783905029,0.3473413789272308,4.757274227142335,5.093622053209401e-07,3.05380042076111
5,31.848315620422365,0.3540877276659012,4.470233199596406,4.955628816105672e-07,2.893031077384948
6,32.34782354354858,0.35495065301656725,4.5200518798828115,5.246822178150979e-07,2.8467487549781794
7,30.843617134094238,0.316901083290577,4.3473611950874345,5.112798822892728e-07,2.797608716487885
8,34.04479021072387,0.3340261811017992,4.701418209075927,5.42688176210504e-07,3.0071639776229873
9,32.30396293640137,0.3851081302762031,4.525121068954469,6.558641575793447e-07,2.9934136676788343
10,32.32100666046143,0.37334248751401905,4.52687523841858,6.264858859594823e-07,3.0099475145339976
11,36.461678886413566,0.3350171244144439,4.952111310958864,5.608175871429921e-07,3.1041256952285776
12,33.997817764282225,0.3361287352442741,4.686176562309266,4.871956434726598e-07,2.9500981521606455
13,34.1775619506836,0.35365774571895614,4.7166542840003975,6.19578143528088e-07,2.999283342361451
14,36.202727088928214,0.35928005784749995,4.9231537914276124,5.860594802697963e-07,3.0447731733322136
15,35.23837860107422,0.33954469084739686,4.826874024868013,5.572257413177795e-07,3.052692217826844
16,36.30153285980224,0.35676890134811395,4.932565648555754,6.248755164506293e-07,3.004590268135071
17,35.09066318511963,0.3507709637284279,4.807015607357025,5.639901706899764e-07,2.9260536098480214
18,34.28705879211425,0.33530711650848377,4.7276209402084355,5.055478510485045e-07,2.9997487401962286
19,37.943836250305175,0.3644030585885047,5.1045513391494755,5.437570331423557e-07,3.1098970127105705
20,37.644968090057375,0.37378404080867766,5.07266659975052,5.365354343211945e-07,3.068128476142885
21,35.71767398834229,0.3709645655751229,4.875782141685485,5.191250807001777e-07,3.040068945884705
22,35.91851664543152,0.38215333223342907,4.8962830185890205,5.470661295703393e-07,3.033424158096314
23,35.82658103942871,0.36771968841552743,4.887057206630707,6.443926946531065e-07,3.0478761291503913
24,36.85439025878907,0.36134765237569794,4.98355751991272,7.034072763190126e-07,3.0521120405197144
25,35.225096282958994,0.3561777406930925,4.825379841327667,6.977240320793499e-07,3.066949748992921
26,39.3679504776001,0.3573062968254091,5.247928838729855,7.800042851613401e-07,3.125309677124025
27,36.39751598358154,0.36764845997095114,4.945267786979676,7.378407872238314e-07,3.0693780279159553
28,32.33489783287048,0.3601631420850753,4.488220627307891,6.714203027513581e-07,2.6815228796005246
29,37.615260162353515,0.3549776351451875,5.07021494626999,5.339411097793345e-07,3.0839273595809935
30,34.95738659858703,0.3610939618945121,4.792421278953552,7.22400951644886e-07,2.9124770069122325
31,36.831260490417485,0.3254543429613112,4.976819543838501,8.385175488001551e-07,2.9553251981735227
32,38.91610561370848,0.3440415173768997,5.2052312207222,5.940799201198391e-07,3.1617495059967045
33,35.88465564727782,0.3440970236063003,4.887035927772521,4.835874699438139e-07,2.9786419939994815
34,37.76847362518312,0.36092307418584824,5.082185077667234,4.856267622699308e-07,3.0535685968399053
35,37.563653717041014,0.375900683104992,5.0594842338562005,8.015326835675294e-07,3.0481210160255428
36,37.07431655883789,0.37500791490077967,5.012331798076631,6.65738814973338e-07,3.008063344955444
37,38.37656639099121,0.3658013945817948,5.1494684886932385,7.93722875300773e-07,3.134163436889649
38,36.8154178237915,0.36960414826869964,4.988732519149781,6.513991377232745e-07,3.0723476791381845
39,38.08332817077637,0.37455969303846365,5.11789101600647,4.970162797235392e-07,3.104868845939636
40,35.81817575454712,0.34286278247833246,4.868720993995666,4.890082095698747e-07,2.817716591358184
41,37.346931877136235,0.36465753883123414,5.043362481594085,4.839715552407144e-07,3.0708649826049803
42,37.29297656059265,0.36602195233106627,5.036375045776366,7.113869855857048e-07,3.0658755397796638
43,35.80622272491456,0.351077860891819,4.877953763008119,7.391009114598998e-07,3.0701444768905644
44,39.937595901489246,0.36395449936389906,5.310171699523928,7.648802238691136e-07,3.1898348474502574
45,39.92035823822021,0.35708694219589243,5.308361525535583,5.096378669122715e-07,3.1671872568130506
46,35.72470832824706,0.33357140064239504,4.861737577915193,7.489063898447056e-07,2.959032974243165
47,35.11487827301025,0.3653673630952835,4.8113896369934075,7.992515418209223e-07,2.954734055995942
48,36.98096824645995,0.3570639371871947,5.003183996677398,5.313304120591057e-07,2.971112504005432
49,38.08103580474853,0.3729991060495378,5.118665990829468,5.250837068615512e-07,3.0918371152877824
50,39.84004474639893,0.3863224068284036,5.29970072746277,4.900665339846455e-07,3.1186814546585087
51,37.126956214904794,0.3636012026667595,5.018645753860472,4.932938929869127e-07,2.969225392341614
52,37.487154769897465,0.371830590069294,5.049850137233735,4.900955639186576e-07,3.014220516681671
53,38.623991622924805,0.38568147897720334,5.174434118270873,4.887385773599818e-07,3.075975532531738
54,35.84267734527588,0.3795025935769083,4.885725071430205,4.844588039532028e-07,2.900132637023926
55,37.63591682434081,0.36849907070398336,5.070151295661927,5.545780521742928e-07,3.016345005035401
56,39.554476461410516,0.3783389270305634,5.267743363380434,7.629829980260185e-07,3.1217490768432623
57,38.39198055267334,0.3579565560817718,5.145117650032045,5.549535433146958e-07,3.009808692932128
58,40.17945213317869,0.3899461603164673,5.335320129394534,4.899930672763734e-07,3.177497439384461
59,37.9618755722046,0.3614653870463371,5.103131337165831,4.879939297097734e-07,3.061114482879639
60,40.190811424255365,0.39267840027809137,5.336119618415832,7.302004036091605e-07,3.1506554269790654
61,36.526101722717286,0.3509421145915986,4.94271469593048,5.072349773627142e-07,2.874871292114258
62,36.29702754974365,0.37049473553895956,4.9336670017242445,4.87438356344683e-07,2.907232789993286
63,38.21520301818848,0.3882475927472115,5.130525734424592,4.943050544170549e-07,2.938879718780517
64,37.61220230102539,0.3694164335727693,5.069994680881502,5.177923736710001e-07,3.0326222348213188
65,37.61560317993164,0.3789940959215166,5.069055583477021,5.341516123280598e-07,3.0488598680496213
66,40.91439849853514,0.3726672428846359,5.409443249702455,4.923527234268479e-07,3.162803215980529
67,39.58466856002808,0.36882691800594325,5.272677645683291,4.932352351261215e-07,3.1055349659919735
68,38.12152267456054,0.37861382335424426,5.119245162010191,4.870302427661954e-07,2.9956803560256966
69,38.634632415771485,0.3926635608077049,5.17378749847412,5.651177019672106e-07,3.082801089286805
70,36.291410789489746,0.3487591099739074,4.925831899642944,5.095446232417087e-07,3.0278053617477427
71,39.56859630584717,0.37850327432155606,5.270728878974917,5.015007656083981e-07,3.1043291759490965
72,39.823803215026864,0.3660821199417117,5.290948858261109,4.965773973708561e-07,3.053328065872193
73,39.55979770660401,0.38355974435806267,5.268751478195192,4.963952488878931e-07,3.0549342966079713
